Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,23.940000534057617,23.940000534057617,23.40999984741211,23.489999771118164,20.60767936706543,6970000
2020-01-03,23.31999969482422,23.6299991607666,23.270000457763672,23.59000015258789,20.69540786743164,7542700
2020-01-06,23.65999984741211,24.049999237060547,23.579999923706055,23.899999618530273,20.967370986938477,12104200
2020-01-07,23.860000610351562,23.950000762939453,23.559999465942383,23.899999618530273,20.967370986938477,8952900
2020-01-08,23.899999618530273,23.93000030517578,23.520000457763672,23.530000686645508,20.642770767211914,7396400
2020-01-09,23.530000686645508,23.670000076293945,23.200000762939453,23.670000076293945,20.765592575073242,11794800
2020-01-10,23.68000030517578,23.770000457763672,23.43000030517578,23.5,20.616453170776367,7634400
2020-01-13,23.489999771118164,23.829999923706055,23.329999923706055,23.780000686645508,20.862096786499023,7317700
2020-01-14,23.729999542236328,23.84000015258789,23.600000381469727,23.84000015258789,20.914731979370117,9979100
2020-01-15,23.8700008392334,24.0,23.770000457763672,23.809999465942383,20.88841438293457,8308100
2020-01-16,23.950000762939453,24.170000076293945,23.899999618530273,24.040000915527344,21.090192794799805,6574700
2020-01-17,24.059999465942383,24.06999969482422,23.84000015258789,23.860000610351562,20.932281494140625,10783700
2020-01-21,23.65999984741211,23.729999542236328,23.0,23.010000228881836,20.18657875061035,14177600
2020-01-22,23.040000915527344,23.139999389648438,22.610000610351562,22.639999389648438,19.861980438232422,12649400
2020-01-23,22.5,22.670000076293945,22.399999618530273,22.440000534057617,19.686519622802734,18374100
2020-01-24,22.440000534057617,22.5,22.09000015258789,22.190000534057617,19.467195510864258,11813100
2020-01-27,21.8799991607666,21.90999984741211,21.540000915527344,21.610000610351562,18.958364486694336,11809000
2020-01-28,21.709999084472656,21.81999969482422,21.530000686645508,21.639999389648438,18.98468017578125,9035000
2020-01-29,21.709999084472656,21.799999237060547,21.110000610351562,21.15999984741211,18.563581466674805,11649800
2020-01-30,21.100000381469727,21.299999237060547,20.739999771118164,21.270000457763672,18.66008186340332,20132400
2020-01-31,20.979999542236328,21.06999969482422,20.579999923706055,20.690000534057617,18.15125274658203,15468300
2020-02-03,20.65999984741211,21.1299991607666,20.59000015258789,21.1200008392334,18.52849006652832,12666100
2020-02-04,21.40999984741211,21.790000915527344,21.3799991607666,21.479999542236328,18.844314575195312,10581900
2020-02-05,21.75,21.90999984741211,21.600000381469727,21.649999618530273,18.993453979492188,8917300
2020-02-06,21.719999313354492,21.790000915527344,21.40999984741211,21.440000534057617,18.809226989746094,6453300
2020-02-07,21.329999923706055,21.389999389648438,21.020000457763672,21.059999465942383,18.475849151611328,7454700
2020-02-10,20.959999084472656,21.5,20.940000534057617,21.43000030517578,18.800451278686523,15350600
2020-02-11,21.6200008392334,21.940000534057617,21.3700008392334,21.469999313354492,18.835542678833008,8698000
2020-02-12,21.56999969482422,21.700000762939453,21.260000228881836,21.549999237060547,18.905725479125977,7426700
2020-02-13,21.489999771118164,21.649999618530273,21.389999389648438,21.6200008392334,18.967138290405273,7657300
2020-02-14,21.639999389648438,21.690000534057617,21.420000076293945,21.540000915527344,18.896953582763672,6068600
2020-02-18,21.43000030517578,21.579999923706055,21.3799991607666,21.489999771118164,18.853086471557617,6607300
2020-02-19,21.549999237060547,21.75,21.360000610351562,21.549999237060547,18.905725479125977,8204500
